表章項目 コード,表章項目 補助コード,表章項目,時間軸（月次） コード,時間軸（月次） 補助コード,year,都道府県 コード,都道府県 補助コード,prefecture,/国籍,total,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,ユーゴスラヴィア,アルメニア,アゼルバイジャン,アンドラ,ジョージア（グルジア）,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネーヴィス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍
101,,人数【人】,2013000606,,2013年6月,12000,,千葉県,,"107,214","92,911",603,5,346,-,2,621,1,61,"1,318","40,877","1,917",1,-,"1,238","1,252",425,6,12,9,***,***,"16,614",1,54,5,566,663,1,1,"1,806",769,"15,739",-,3,21,115,"4,880",51,"2,922",4,2,"2,473",8,24,16,15,19,3,12,12,3,35,224,151,5,31,2,37,67,15,13,2,1,4,16,-,-,10,-,28,13,34,28,91,463,-,82,50,41,1,-,728,87,80,***,-,1,***,2,4,8,-,1,-,6,-,903,5,-,-,32,-,-,1,19,1,-,-,-,13,***,1,1,233,12,-,-,6,47,7,8,***,3,4,-,14,2,4,1,1,255,-,1,14,3,1,37,-,***,-,35,4,9,61,21,38,-,1,5,3,-,"2,785",-,-,1,415,12,9,17,1,10,6,1,18,35,230,4,2,1,-,-,2,"2,020",-,1,"7,521",117,175,"3,916",81,242,5,-,85,"2,880",-,6,14,596,387,25,-,-,-,160,-,2,3,1,8,-,-,10,25
101,,人数【人】,2013000606,,2013年6月,13000,,東京都,,"400,828","345,459",118,26,"4,881",6,7,"2,626",15,256,"1,063","153,690","9,948",8,-,"8,559","2,689","1,059",25,212,26,***,***,"100,610",12,205,40,"2,061","1,244",2,10,"9,859","1,081","28,416",3,377,45,925,"7,142",600,"7,588",14,11,"22,580",8,222,279,145,88,42,103,219,41,211,"4,836","2,185",69,157,29,372,"1,296",45,55,2,16,26,69,1,7,35,10,356,124,303,143,526,"2,055",-,717,935,390,7,9,"5,553",359,360,***,18,11,***,9,19,51,9,7,3,47,1,"2,560",47,4,3,82,2,-,3,59,-,-,14,5,112,***,4,4,494,111,3,1,37,105,8,5,***,15,38,3,131,6,11,12,3,513,1,11,85,22,4,35,-,***,3,49,6,102,70,111,185,8,12,17,2,2,"19,903",3,1,2,"2,803",27,80,44,6,25,24,4,25,55,426,11,15,1,3,-,10,"16,337",-,1,"6,390",253,130,"3,222",113,515,33,-,79,"1,951",1,17,76,"3,833","2,907",43,-,3,5,829,1,4,5,9,19,1,-,7,103
101,,人数【人】,2013000606,,2013年6月,14000,,神奈川県,,"163,906","131,387",21,17,408,-,10,748,-,"1,575","1,375","53,132","2,959",1,12,"3,545","1,665",522,7,33,8,***,***,"31,047",2,"1,223",6,981,526,11,3,"1,585",942,"18,092",3,178,20,236,"3,623",167,"6,697",2,5,"5,768",2,57,61,35,22,11,31,36,8,43,702,763,30,53,4,97,231,14,20,1,5,6,17,-,-,19,1,109,31,121,43,199,716,1,189,170,117,10,5,"1,507",166,74,***,2,7,***,4,3,13,4,3,-,5,-,"1,496",25,-,-,28,-,-,8,32,1,-,6,-,25,***,-,4,320,24,2,-,20,46,1,3,***,12,21,-,46,9,11,7,1,436,-,5,96,1,-,7,-,***,-,102,3,31,28,37,71,6,8,12,1,-,"6,164",2,3,1,772,34,18,163,2,13,9,2,10,35,194,12,4,-,2,1,6,"4,881",-,-,"17,991",706,836,"8,999",43,281,50,1,242,"6,782",-,8,43,999,762,15,-,-,9,202,-,2,3,1,2,-,-,3,101
101,,人数【人】,2013000606,,2013年6月,15000,,新潟県,,"13,206","11,625",35,-,44,-,1,67,1,12,166,"5,232",155,-,3,57,274,17,-,2,2,***,***,"2,100",-,17,-,141,94,-,-,122,259,"2,059",-,1,5,18,388,2,346,2,3,540,4,2,4,4,-,-,2,1,-,2,35,34,-,1,-,4,23,17,5,-,-,-,-,-,-,-,-,6,1,4,1,19,216,-,13,3,6,1,9,86,11,21,***,-,2,***,-,1,1,-,-,-,1,-,66,-,-,-,3,-,-,-,-,-,-,-,-,-,***,3,2,14,-,-,-,2,5,-,-,***,-,1,2,-,-,-,-,-,7,-,-,2,1,-,-,-,***,-,-,1,-,1,7,12,-,-,3,-,-,468,-,-,-,69,5,2,1,-,1,2,-,1,7,38,1,1,-,-,-,1,339,-,-,399,8,4,298,1,5,1,-,1,73,-,-,8,102,69,1,-,-,2,29,-,1,-,-,-,-,-,-,6
101,,人数【人】,2013000606,,2013年6月,16000,,富山県,,"13,426","10,093",1,-,6,-,-,77,-,8,11,"5,489",77,-,1,113,149,7,-,2,-,***,***,"1,221",-,4,-,94,18,-,-,54,435,"1,726",-,-,2,4,107,1,486,-,-,573,6,1,-,3,3,-,6,-,1,3,11,6,-,-,-,4,8,1,2,-,-,5,-,-,-,3,-,1,2,-,-,33,409,-,4,-,1,-,2,39,14,2,***,-,-,***,-,-,2,-,-,-,1,-,41,-,-,-,5,-,-,-,10,-,-,2,-,-,***,-,-,1,-,-,-,-,2,-,-,***,-,-,-,1,-,-,1,-,2,-,-,-,-,-,-,-,***,-,-,-,-,1,3,13,-,-,-,-,-,212,-,-,-,22,2,-,4,-,-,-,-,-,6,8,6,-,-,-,-,2,162,-,-,"2,470",6,20,"2,278",1,2,-,-,122,41,-,-,-,37,27,1,-,-,-,7,-,1,-,-,-,-,-,1,-
101,,人数【人】,2013000606,,2013年6月,17000,,石川県,,"10,779","9,005",5,-,23,-,-,58,-,2,7,"4,890",96,-,-,95,370,16,-,1,1,***,***,"1,857",-,4,3,56,30,-,1,43,29,608,-,4,-,8,191,4,597,6,-,305,-,4,8,-,4,-,5,4,-,5,29,30,1,6,-,9,13,1,-,-,1,-,1,-,-,-,-,2,1,5,-,18,61,-,9,2,5,-,-,67,6,1,***,-,1,***,-,-,5,-,-,-,1,-,86,1,-,-,-,-,-,1,-,-,-,-,-,1,***,-,-,1,-,-,-,-,7,-,-,***,-,-,-,1,1,-,5,-,7,-,-,1,-,-,-,-,***,-,-,-,4,2,5,48,-,-,1,-,-,318,-,-,-,42,-,1,1,-,-,-,-,1,1,18,1,-,-,-,-,1,252,-,-,999,7,5,896,1,6,-,-,6,73,-,1,4,66,42,1,-,-,-,19,-,-,-,1,3,-,-,-,-
101,,人数【人】,2013000606,,2013年6月,18000,,福井県,,"12,019","8,925",9,-,4,-,-,20,-,3,7,"4,107",32,-,1,6,112,5,1,1,-,***,***,"2,951",-,-,-,58,16,-,1,22,8,"1,163",-,-,-,3,200,2,193,-,-,151,-,-,-,-,1,-,1,-,-,2,9,10,1,2,-,5,2,-,1,-,-,1,-,-,-,1,-,1,2,1,2,5,63,-,3,-,1,-,-,24,8,3,***,-,-,***,-,-,2,-,-,-,-,-,22,1,-,-,-,-,-,-,-,-,-,-,-,1,***,-,-,-,-,-,-,-,-,-,-,***,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,***,-,-,-,-,3,14,2,-,-,-,-,-,191,1,-,-,31,-,1,-,-,1,-,-,-,3,7,-,1,-,-,-,2,144,-,-,"2,713",-,-,"2,628",1,3,-,-,3,78,-,-,-,12,8,-,-,-,-,4,-,-,-,-,-,-,-,-,5
101,,人数【人】,2013000606,,2013年6月,19000,,山梨県,,"14,176","9,772",2,-,7,-,-,27,1,2,63,"3,630",343,1,-,292,159,52,-,-,-,***,***,"2,171",-,17,-,65,41,-,-,69,21,"1,813",-,-,-,7,638,3,348,-,-,179,1,1,2,-,-,-,2,1,-,1,26,14,1,-,-,9,6,-,1,-,-,-,-,-,-,-,-,4,-,2,5,5,18,-,2,4,4,-,-,68,2,-,***,-,-,***,-,-,-,-,-,-,-,-,30,1,-,-,1,-,-,-,1,-,-,-,-,1,***,-,1,3,-,-,-,-,3,-,-,***,-,-,-,3,-,-,-,-,2,-,-,5,-,-,-,-,***,-,-,-,-,-,5,1,1,-,2,-,-,311,-,-,-,48,1,1,-,-,1,1,-,-,4,4,-,-,-,-,-,4,247,-,-,"3,840",11,58,"2,886",6,21,-,-,23,829,1,-,5,44,27,1,-,-,1,13,-,-,-,-,2,-,-,-,-
101,,人数【人】,2013000606,,2013年6月,20000,,長野県,,"32,706","24,516",-,-,24,-,1,58,-,36,170,"11,266",432,-,-,50,736,48,-,2,1,***,***,"4,255",-,6,-,92,66,-,-,201,157,"4,108",1,2,2,22,"2,097",3,680,-,-,430,-,8,7,1,-,-,3,2,-,5,48,44,1,3,-,9,13,4,-,-,-,-,1,-,1,-,-,20,1,3,4,10,36,-,7,13,5,-,-,168,4,2,***,-,-,***,-,1,4,2,-,-,-,-,66,-,-,1,1,-,-,1,2,-,-,1,-,1,***,-,-,6,-,1,-,-,5,-,-,***,2,-,-,5,-,-,-,-,11,-,-,5,-,-,-,1,***,-,4,-,5,3,7,1,-,-,3,-,-,714,1,-,-,127,-,3,8,-,1,-,1,1,3,31,1,-,-,-,-,-,537,-,-,"6,765",35,143,"5,923",10,18,5,-,75,550,-,1,5,208,162,1,-,-,-,44,-,-,1,-,-,-,-,-,7
101,,人数【人】,2013000606,,2013年6月,21000,,岐阜県,,"44,998","32,011",18,-,20,-,-,86,-,41,132,"14,542",98,-,4,72,314,22,-,11,1,***,***,"5,113",-,7,-,81,26,-,1,351,230,"9,124",-,-,1,5,336,48,"1,327",-,-,400,-,2,-,4,1,1,3,1,-,1,27,22,-,-,-,5,15,2,2,-,-,-,1,-,-,4,-,5,-,-,2,77,73,-,18,12,6,-,-,88,23,-,***,-,-,***,2,-,-,-,-,-,3,-,117,-,-,-,-,-,-,-,5,-,-,-,-,-,***,-,-,9,2,-,-,2,4,-,-,***,-,-,-,-,-,-,-,-,12,-,-,5,-,-,3,-,***,-,2,-,2,4,1,63,-,1,-,2,-,460,-,-,-,95,1,1,10,-,-,3,-,1,1,24,-,-,-,-,-,1,323,-,-,"11,895",26,47,"10,925",6,8,4,-,21,854,-,-,4,114,82,-,-,-,-,28,-,-,-,1,2,-,-,1,1
101,,人数【人】,2013000606,,2013年6月,22000,,静岡県,,"76,354","39,496",6,1,395,-,2,167,1,20,321,"12,385",401,-,-,512,"1,747",72,-,4,2,***,***,"5,901",-,173,-,171,38,-,3,523,337,"12,669",-,-,9,41,"1,109",24,"2,462",-,-,796,1,4,9,4,5,2,5,11,5,5,76,55,2,8,-,19,33,2,-,1,-,-,2,-,-,2,-,13,1,19,6,83,118,-,25,15,12,-,-,211,27,2,***,-,1,***,-,-,7,-,1,-,4,-,109,2,-,-,8,-,1,-,1,-,-,-,-,-,***,-,-,6,-,-,-,-,4,-,-,***,-,-,-,4,-,2,-,1,37,-,-,8,-,-,6,-,***,-,3,-,2,3,7,8,-,-,6,-,-,"1,103",1,-,-,167,4,6,5,-,7,3,-,2,14,50,1,3,-,-,-,3,837,-,-,"34,635",276,314,"28,545",20,235,5,1,239,"4,965",-,24,11,202,119,1,-,-,1,76,-,-,2,-,1,-,-,2,13
101,,人数【人】,2013000606,,2013年6月,23000,,愛知県,,"196,379","130,624",190,1,497,7,4,405,-,106,790,"46,483","1,210",1,-,835,"2,773",187,2,22,17,***,***,"37,027",1,58,3,406,315,2,1,"2,583","1,188","26,841",4,18,32,69,"1,998",796,"5,745",1,6,"2,498",6,15,40,13,33,7,13,6,1,22,280,183,8,35,1,28,124,4,6,-,1,2,10,-,1,13,4,30,6,61,27,223,226,-,81,41,29,-,-,632,121,118,***,4,2,***,1,2,20,1,3,-,13,1,696,14,6,2,12,1,-,1,17,-,-,4,-,12,***,3,-,75,9,6,-,3,32,-,-,***,3,-,1,28,3,1,1,3,157,-,1,17,3,-,1,-,***,1,20,1,18,92,52,83,2,4,6,1,-,"3,172",1,1,1,442,4,10,26,-,7,5,-,6,24,133,2,3,1,-,-,2,"2,504",-,-,"58,697",358,979,"49,494",66,265,15,1,255,"7,223",1,10,30,667,464,9,1,-,2,174,1,4,1,2,6,-,-,3,25
101,,人数【人】,2013000606,,2013年6月,24000,,三重県,,"42,309","24,335",47,-,83,-,-,65,-,18,229,"8,856",186,-,-,64,789,27,1,1,-,***,***,"5,494",-,6,-,72,59,-,1,390,156,"5,523",-,-,5,14,"1,004",27,"1,218",-,-,320,5,1,1,3,1,1,1,1,-,2,25,30,3,8,1,8,14,-,1,-,-,-,1,-,-,4,-,5,6,2,3,19,37,-,36,3,5,-,-,79,9,-,***,-,-,***,-,-,-,-,1,-,3,1,94,1,-,-,1,1,-,-,5,-,-,-,-,-,***,-,-,13,-,-,-,3,5,-,-,***,-,3,-,2,-,-,-,1,25,-,-,1,-,-,3,-,***,-,3,-,1,7,6,9,-,-,4,-,-,412,-,-,-,75,2,1,2,-,-,1,-,1,10,23,-,-,-,-,-,4,292,-,1,"17,036",48,878,"12,874",24,20,2,-,52,"3,129",-,-,9,106,68,3,-,-,-,31,-,-,2,-,2,-,-,-,6
101,,人数【人】,2013000606,,2013年6月,25000,,滋賀県,,"24,890","13,955",11,-,5,-,-,38,-,26,21,"4,985",96,-,-,79,364,7,-,1,-,***,***,"5,408",-,13,-,78,37,-,-,101,11,"1,923",-,-,-,13,196,4,538,-,-,279,-,2,4,-,-,-,-,1,-,4,43,29,2,4,-,1,14,2,1,-,-,1,1,-,-,-,1,1,1,9,3,8,20,-,6,4,7,-,-,83,4,23,***,-,-,***,-,-,-,-,-,-,-,-,36,1,-,1,1,-,-,-,1,-,-,-,-,10,***,-,-,-,-,-,-,-,3,1,-,***,-,-,-,4,-,-,-,-,7,-,-,1,-,-,-,-,***,-,2,1,2,1,-,-,-,-,-,-,-,459,-,-,-,59,1,1,2,-,3,1,1,6,1,31,-,-,-,-,-,1,352,-,-,"10,073",31,244,"8,086",8,27,1,-,33,"1,632",-,1,10,83,48,-,2,-,1,31,-,-,-,-,1,-,-,-,5
101,,人数【人】,2013000606,,2013年6月,26000,,京都府,,"51,846","46,946",34,-,54,3,3,89,1,46,85,"11,661",799,2,1,281,392,78,5,30,5,***,***,"29,656",1,9,1,150,78,1,1,291,75,"1,893",-,13,12,47,494,42,608,4,1,"1,999",-,18,35,16,5,9,11,24,1,50,393,229,8,34,4,26,119,15,5,1,2,4,7,-,-,2,4,37,14,22,8,29,184,-,80,84,44,7,-,402,27,12,***,-,5,***,6,2,4,1,2,-,7,-,239,5,-,1,4,-,-,-,5,-,-,-,1,7,***,-,1,8,2,2,-,1,15,-,5,***,4,5,-,10,1,-,1,1,10,-,-,3,-,-,8,2,***,-,4,-,2,4,20,94,4,2,2,5,-,"1,606",-,-,-,275,1,2,8,1,2,1,-,4,9,62,2,-,-,-,-,2,"1,236",1,-,676,20,79,398,12,15,3,-,7,136,-,2,4,368,272,-,-,1,-,88,-,1,-,1,5,-,-,-,12
101,,人数【人】,2013000606,,2013年6月,27000,,大阪府,,"203,686","191,159",38,1,119,1,2,159,2,54,219,"50,193","3,150",1,1,903,"1,458",179,2,37,14,***,***,"119,849",-,45,4,407,211,1,3,"1,019",253,"6,104",2,96,17,131,"1,873",154,"4,455",1,1,"3,232",4,30,39,40,20,7,9,27,3,34,434,230,15,31,1,53,221,16,10,1,1,7,7,-,-,6,3,54,11,62,27,149,382,-,149,86,63,-,11,829,98,24,***,1,7,***,4,4,13,4,2,-,3,-,616,6,-,2,11,-,-,7,15,-,-,2,-,10,***,1,-,108,2,1,1,7,34,-,-,***,6,7,-,29,1,3,1,1,144,-,1,8,2,-,26,-,***,-,20,3,24,4,17,102,1,3,3,2,1,"3,389",1,2,-,656,4,12,11,-,3,8,4,2,21,120,-,4,1,-,-,3,"2,536",-,1,"4,241",35,157,"2,712",30,109,5,-,25,"1,146",3,3,16,993,747,10,-,4,2,212,-,2,1,2,8,1,-,4,56
101,,人数【人】,2013000606,,2013年6月,28000,,兵庫県,,"96,493","86,662",37,-,71,-,-,64,1,20,119,"23,708",975,1,-,"1,480",728,66,4,28,6,***,***,"48,778",1,126,20,174,70,7,2,618,177,"3,499",-,24,25,126,706,58,"4,935",3,5,"2,306",2,15,37,26,6,2,5,36,2,43,303,229,24,12,6,54,118,20,6,-,-,3,4,-,-,2,2,48,49,44,32,47,212,-,84,47,64,2,1,621,54,11,***,3,2,***,1,-,8,3,-,-,16,-,308,15,-,-,10,-,-,1,11,-,-,-,-,3,***,-,-,27,2,1,-,3,6,-,3,***,4,1,-,18,-,3,2,1,75,-,-,3,-,-,3,-,***,1,16,-,12,17,15,46,3,3,3,-,-,"2,788",1,-,-,468,3,9,14,-,1,7,1,3,18,54,3,2,1,-,-,4,"2,199",-,-,"3,759",52,104,"2,613",13,35,11,-,35,883,-,1,12,615,435,2,1,1,2,167,-,1,5,1,-,-,-,-,55
101,,人数【人】,2013000606,,2013年6月,29000,,奈良県,,"11,182","9,508",7,-,37,-,-,37,2,8,29,"3,334",210,-,1,56,163,19,-,-,-,***,***,"4,278",-,7,-,48,23,-,-,114,36,652,-,1,-,11,192,7,236,-,-,333,1,4,6,2,-,1,1,-,1,3,43,34,-,3,-,7,19,2,2,-,1,-,1,-,-,-,-,2,7,9,3,11,27,-,26,5,9,-,-,90,8,-,***,-,-,***,-,3,1,-,-,-,1,-,48,1,1,-,1,-,-,2,-,-,-,-,-,-,***,-,-,6,-,-,-,-,8,-,-,***,-,-,-,1,-,-,-,-,5,1,1,1,-,-,1,-,***,-,1,-,1,1,9,7,-,-,-,-,-,428,-,-,-,70,3,-,4,-,3,-,-,5,1,19,2,-,-,-,-,-,321,-,-,783,2,40,507,5,12,2,-,2,211,-,-,2,80,47,2,-,-,1,26,-,2,-,-,2,-,-,-,2
101,,人数【人】,2013000606,,2013年6月,30000,,和歌山県,,"5,805","5,332",-,-,6,-,-,5,-,5,1,"1,404",58,-,-,27,82,3,-,1,-,***,***,"2,576",-,5,-,27,7,-,-,27,3,586,-,-,1,3,410,6,89,-,-,134,-,-,3,1,1,-,-,2,-,3,22,7,1,-,-,4,3,-,-,-,-,1,-,-,-,-,-,-,2,12,-,2,12,-,5,1,2,-,-,39,9,-,***,-,1,***,-,-,1,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,***,-,1,1,-,-,-,-,-,-,-,***,-,-,-,2,-,-,-,-,4,-,-,-,-,-,-,-,***,-,-,-,-,-,-,2,-,-,-,-,-,196,-,-,-,22,-,-,-,-,1,-,-,1,1,4,-,-,-,-,-,-,167,-,-,86,2,-,69,-,-,-,-,-,13,-,-,2,44,29,-,-,-,-,15,-,-,-,-,-,-,-,-,3
101,,人数【人】,2013000606,,2013年6月,31000,,鳥取県,,"3,866","3,538",-,-,4,-,-,9,-,4,4,"1,426",28,-,-,25,59,-,-,1,-,***,***,"1,190",-,2,-,21,22,-,-,9,24,470,-,-,-,2,106,1,131,-,-,100,-,1,2,-,1,-,-,-,-,1,9,3,2,3,-,2,1,-,-,-,-,1,2,-,-,-,-,-,-,1,-,7,31,-,1,-,1,1,-,27,1,-,***,-,-,***,-,-,2,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,-,-,-,17,***,-,-,-,4,-,-,-,1,-,-,***,1,-,-,2,3,-,-,-,1,-,-,-,-,-,15,-,***,-,-,-,-,1,4,20,-,-,1,-,-,112,-,-,-,22,-,-,-,-,1,-,-,1,3,1,-,-,-,-,-,-,84,-,-,23,2,1,16,1,1,1,-,1,-,-,-,-,23,12,-,-,-,-,10,-,-,-,1,-,-,-,-,-
101,,人数【人】,2013000606,,2013年6月,32000,,島根県,,"5,493","4,018",6,-,3,-,-,42,-,4,14,"1,990",12,-,-,15,105,-,-,-,1,***,***,817,-,1,-,7,16,-,-,9,4,851,-,-,-,4,36,-,81,-,-,82,-,-,1,-,-,4,-,2,-,2,6,9,-,-,-,4,3,2,-,-,-,-,-,-,-,1,-,2,2,-,-,3,18,-,2,-,1,-,-,17,2,-,***,-,-,***,-,-,1,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,***,-,-,-,4,-,-,-,1,-,-,***,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,***,-,-,-,-,-,-,1,-,-,-,-,-,141,-,-,-,14,-,1,-,-,-,-,-,-,4,1,-,1,-,-,-,-,120,-,-,"1,221",-,-,"1,213",-,2,-,-,2,4,-,-,-,19,10,-,-,-,-,9,-,-,-,-,-,-,-,-,2
101,,人数【人】,2013000606,,2013年6月,33000,,岡山県,,"20,478","18,470",6,-,15,-,-,47,-,35,19,"8,948",119,-,-,63,409,4,-,3,1,***,***,"5,890",-,8,-,123,14,-,-,115,63,"1,414",-,10,5,6,136,27,990,-,-,346,-,2,6,1,-,-,1,4,-,9,29,28,1,4,1,4,10,-,1,-,-,-,-,-,-,-,-,8,-,14,1,14,56,-,5,4,4,-,-,108,15,6,***,-,-,***,-,-,6,-,-,-,4,-,56,1,-,-,-,-,-,-,3,-,-,1,-,-,***,-,-,-,1,-,-,-,8,-,-,***,1,1,-,-,-,-,-,-,5,-,-,2,-,-,1,-,***,-,4,-,3,-,-,25,-,-,-,-,-,433,-,-,-,91,-,-,1,-,1,-,1,1,9,7,-,-,-,-,-,1,321,-,-,"1,076",7,20,893,5,2,-,-,8,140,-,-,1,93,65,2,-,-,-,25,-,1,-,-,-,-,-,-,4
101,,人数【人】,2013000606,,2013年6月,34000,,広島県,,"38,254","33,106",5,-,26,-,-,83,1,59,75,"14,141",133,1,2,197,784,14,1,2,4,***,***,"9,792",-,46,1,85,48,-,-,168,26,"5,035",-,3,22,18,659,7,"1,668",-,-,674,1,2,3,12,8,7,3,7,1,4,44,62,-,5,1,17,24,-,7,-,-,1,4,-,-,7,-,8,2,11,3,23,78,-,33,4,11,-,-,183,83,2,***,-,-,***,1,1,6,-,-,3,1,1,145,2,-,1,3,-,-,-,2,-,-,-,-,2,***,-,1,10,1,-,-,-,20,1,-,***,-,-,-,1,1,-,2,-,12,-,2,-,1,-,-,-,***,-,5,-,1,-,17,56,-,3,1,-,-,822,-,-,1,119,-,1,8,-,2,1,1,4,10,14,-,-,1,-,-,-,660,-,-,"3,334",10,12,"2,668",1,10,2,-,13,608,-,1,9,160,94,1,-,-,-,55,-,4,-,2,3,-,-,1,13
101,,人数【人】,2013000606,,2013年6月,35000,,山口県,,"13,401","12,576",5,-,2,-,-,37,-,3,8,"3,497",66,-,2,52,273,5,-,1,-,***,***,"7,017",-,7,-,65,11,-,-,64,6,970,-,-,-,10,104,8,363,-,-,197,-,2,-,4,2,-,-,1,4,2,11,11,-,-,-,3,9,-,-,-,-,-,-,-,1,-,-,5,2,2,1,11,26,-,18,3,1,-,-,61,13,-,***,1,-,***,-,-,-,-,-,-,3,-,29,-,-,-,1,-,-,-,-,-,-,-,-,-,***,-,3,1,-,-,-,-,6,-,-,***,1,-,-,-,-,-,-,-,1,-,-,2,-,-,-,-,***,-,2,-,-,3,1,8,-,-,-,-,-,398,-,-,-,43,3,-,1,-,-,-,-,-,4,5,2,-,-,-,-,-,340,-,-,168,2,1,125,2,4,1,-,3,30,-,-,-,32,20,1,-,-,1,8,-,-,1,-,-,-,-,1,1
101,,人数【人】,2013000606,,2013年6月,36000,,徳島県,,"4,953","4,477",1,-,9,-,-,19,1,2,6,"2,871",22,-,-,25,142,2,-,2,-,***,***,368,-,1,-,38,63,-,-,28,12,638,-,-,2,-,90,1,134,-,-,117,-,1,1,2,1,-,-,-,-,2,6,11,-,2,-,2,2,-,-,-,-,-,-,-,-,1,-,-,-,4,2,13,19,-,3,3,-,-,-,31,6,3,***,-,-,***,-,-,1,-,-,-,1,-,71,-,-,-,-,-,-,-,3,-,-,-,-,2,***,-,-,1,2,-,-,-,4,-,-,***,1,-,-,3,-,-,-,-,1,-,1,-,-,-,-,-,***,-,-,-,-,2,9,41,-,1,-,-,-,191,-,-,-,45,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,142,-,-,58,-,1,41,1,3,-,-,1,11,-,-,-,38,28,1,-,-,-,8,-,-,-,-,-,-,-,1,1
101,,人数【人】,2013000606,,2013年6月,37000,,香川県,,"8,356","7,289",3,-,10,-,-,30,-,132,7,"3,902",36,-,-,42,314,3,-,-,-,***,***,"1,004",-,73,-,24,5,-,-,94,22,"1,216",-,-,1,-,165,2,204,-,-,180,-,2,-,3,-,-,-,3,-,-,20,12,-,2,-,7,25,1,-,-,-,-,-,-,-,-,-,2,1,2,1,4,13,-,21,-,4,-,-,51,5,-,***,-,-,***,-,1,-,-,-,-,-,-,25,-,-,-,-,-,-,-,1,-,-,-,-,1,***,-,-,-,-,-,-,-,1,-,1,***,-,-,-,2,-,-,-,1,7,-,-,1,-,-,-,-,***,-,-,-,-,2,3,1,-,-,4,-,-,203,-,-,-,33,1,1,-,-,-,-,-,-,3,2,1,-,-,-,-,-,162,-,-,627,7,6,218,-,4,1,-,-,391,-,-,-,31,20,-,-,-,-,9,-,1,1,-,-,-,-,-,1
